Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
fastp | M301345.lib1_2	M301345.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4431441.0	649.1 Mbp	0.0	75-150	43.0	29.691310536666222	146.42056206999032	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
fastp | M301346.lib1_1	M301346.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	126321.0	18.2 Mbp	0.0	75-150	49.0	31.246586078324267	144.1083588635302	150	pass	pass	fail	pass	pass	fail	pass	warn	fail	warn	pass
fastp | M301346.lib1_2	M301346.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	126321.0	18.3 Mbp	0.0	75-150	50.0	29.927723814725976	144.7955446837818	150	pass	pass	fail	pass	pass	fail	pass	warn	fail	fail	pass
fastp | M301347.lib1_1	M301347.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3499910.0	514.5 Mbp	0.0	75-150	45.0	25.8504258301326	146.96058070064657	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	pass	pass
fastp | M301347.lib1_2	M301347.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3499910.0	514.5 Mbp	0.0	75-150	45.0	24.619350039859636	146.9542525379224	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
fastp | M301348.lib1_1	M301348.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	402450.0	58.4 Mbp	0.0	75-150	50.0	24.29071934401789	145.04511367871785	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	pass	pass
fastp | M301348.lib1_2	M301348.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	402450.0	58.4 Mbp	0.0	75-150	50.0	22.954155795751024	145.0505553484905	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
fastp | M301349.lib1_1	M301349.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	42063.0	5.8 Mbp	0.0	75-150	54.0	20.074649929867103	138.70066329077812	150	pass	pass	fail	pass	pass	fail	pass	warn	fail	pass	pass
fastp | M301349.lib1_2	M301349.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	42063.0	5.8 Mbp	0.0	75-150	54.0	19.06426075172955	138.71036302688825	150	pass	pass	fail	pass	pass	fail	pass	warn	fail	warn	pass
fastp | M301350.lib1_1	M301350.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	138143.0	19.6 Mbp	0.0	75-150	48.0	24.29149504498961	142.28070912025944	150	pass	pass	fail	pass	pass	fail	pass	warn	fail	pass	pass
fastp | M301350.lib1_2	M301350.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	138143.0	19.6 Mbp	0.0	75-150	48.0	22.75395785526592	142.300456773054	150	pass	pass	fail	pass	pass	fail	pass	warn	fail	warn	pass
fastp | M301351.lib1_1	M301351.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8518608.0	1.2 Gbp	0.0	75-150	45.0	23.228114644979133	147.70028976565186	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	pass	pass
fastp | M301351.lib1_2	M301351.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8518608.0	1.2 Gbp	0.0	75-150	45.0	22.136694847895704	147.68586792583952	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
fastp | M301352.lib1_1	M301352.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2358822.0	344.2 Mbp	0.0	75-150	46.0	23.451985294425782	145.8597672906222	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	pass	pass
fastp | M301352.lib1_2	M301352.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2358822.0	344.2 Mbp	0.0	75-150	46.0	22.301646141374636	145.84634618466336	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
fastp | M301353.lib1_1	M301353.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	254095.0	37 Mbp	0.0	75-150	47.0	21.5458785100061	145.7059288848659	150	pass	pass	fail	pass	pass	fail	pass	warn	fail	pass	pass
fastp | M301353.lib1_2	M301353.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	254095.0	37 Mbp	0.0	75-150	47.0	21.197977134536295	145.7105019776068	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
fastp | M301354.lib1_1	M301354.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	30249066.0	4.4 Gbp	0.0	75-150	42.0	42.944210079681746	147.87346207648196	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	pass	pass
fastp | M301354.lib1_2	M301354.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	30249066.0	4.4 Gbp	0.0	75-150	42.0	41.44214316214474	147.86080178475592	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
fastp | M301355.lib1_1	M301355.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9557.0	1.3 Mbp	0.0	75-150	58.0	25.405461965051796	143.78696243591085	150	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
fastp | M301355.lib1_2	M301355.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9557.0	1.3 Mbp	0.0	75-150	58.0	24.704405148059013	143.81814376896514	150	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
fastp | M301356.lib1_1	M301356.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	579279.0	84 Mbp	0.0	75-150	47.0	20.350768871186016	145.06019724519618	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	pass	pass
fastp | M301356.lib1_2	M301356.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	579279.0	84 Mbp	0.0	75-150	47.0	18.911813457279	145.03197940888586	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
fastp | M301357.lib1_1	M301357.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	682531.0	98.6 Mbp	0.0	75-150	47.0	16.664668227379934	144.48496844831956	150	pass	pass	fail	pass	warn	warn	pass	warn	fail	pass	pass
fastp | M301357.lib1_2	M301357.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	682531.0	98.6 Mbp	0.0	75-150	47.0	15.651894903457588	144.47390081915694	150	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
fastp | M301358.lib1_1	M301358.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7145917.0	1 Gbp	0.0	75-150	45.0	14.973200426244999	145.6695760670044	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	pass	pass
fastp | M301358.lib1_2	M301358.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7145917.0	1 Gbp	0.0	75-150	45.0	13.719900921495027	145.65029204789252	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
fastp | M301359.lib1_1	M301359.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6969682.0	1 Gbp	0.0	75-150	43.0	17.993465354477436	146.58230031154937	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	pass	pass
fastp | M301359.lib1_2	M301359.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6969682.0	1 Gbp	0.0	75-150	43.0	16.51045958723081	146.57191102836543	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
fastp | M301360.lib1_1	M301360.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11246036.0	1.6 Gbp	0.0	75-150	42.0	14.84863289370911	147.09881419550854	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	pass	pass
fastp | M301360.lib1_2	M301360.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11246036.0	1.6 Gbp	0.0	75-150	42.0	13.13903992657954	147.08461061301955	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
fastp | M301361.lib1_1	M301361.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1138942.0	166.3 Mbp	0.0	75-150	44.0	16.918429688127777	146.00186488864227	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	pass	pass
fastp | M301361.lib1_2	M301361.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1138942.0	166.4 Mbp	0.0	75-150	44.0	15.302089418936148	146.04508219031348	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
fastp | M301362.lib1_1	M301362.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17270.0	2.3 Mbp	0.0	75-150	52.0	44.956572090330056	138.31059640995946	150	pass	pass	fail	pass	pass	fail	pass	warn	fail	warn	pass
fastp | M301362.lib1_2	M301362.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17270.0	2.4 Mbp	0.0	75-150	53.0	43.28314997104806	139.52379849449912	150	pass	pass	fail	pass	pass	fail	pass	warn	fail	fail	pass
fastp | M301363.lib1_1	M301363.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24099.0	3.1 Mbp	0.0	75-150	55.0	31.897589111581393	131.96514378189966	150	pass	pass	fail	pass	pass	fail	pass	warn	fail	warn	pass
fastp | M301363.lib1_2	M301363.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24099.0	3.1 Mbp	0.0	75-150	55.0	30.275115150006226	132.01136976638034	150	pass	pass	fail	pass	pass	fail	pass	warn	fail	warn	pass
fastp | M301364.lib1_1	M301364.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3984387.0	564.9 Mbp	0.0	75-150	64.0	32.98829754813952	141.65512637201155	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	pass	pass
fastp | M301364.lib1_2	M301364.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3984387.0	565 Mbp	0.0	75-150	64.0	32.86715730700811	141.68056516598412	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
fastp | M301365.lib1_1	M301365.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1633935.0	238.6 Mbp	0.0	75-150	43.0	23.1475770153046	145.9659288772197	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	pass	pass
fastp | M301365.lib1_2	M301365.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1633935.0	238.5 Mbp	0.0	75-150	43.0	22.415425263231185	145.94466976960527	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
fastp | M301366.lib1_1	M301366.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18831.0	2.6 Mbp	0.0	75-150	54.0	48.361743932876635	139.5847273113483	150	pass	pass	fail	pass	pass	fail	pass	warn	fail	warn	pass
fastp | M301366.lib1_2	M301366.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18831.0	2.6 Mbp	0.0	75-150	55.0	46.60400403589826	140.3140566087834	150	pass	pass	fail	pass	pass	fail	pass	warn	fail	fail	pass
fastp | M301367.lib1_1	M301367.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	139041.0	20.1 Mbp	0.0	75-150	44.0	37.97584885033911	145.0621183679634	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	pass	pass
fastp | M301367.lib1_2	M301367.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	139041.0	20.1 Mbp	0.0	75-150	45.0	36.924360440445625	145.16998583151732	150	pass	pass	fail	pass	pass	fail	pass	warn	fail	warn	pass
fastp | M301368.lib1_1	M301368.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	795381.0	115.9 Mbp	0.0	75-150	43.0	42.862217554444776	145.71030235824088	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	pass	pass
fastp | M301368.lib1_2	M301368.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	795381.0	115.9 Mbp	0.0	75-150	43.0	41.570744252772684	145.7290556349724	150	pass	pass	fail	pass	pass	fail	pass	warn	fail	warn	pass
fastp | M301369.lib1_1	M301369.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24084.0	3.3 Mbp	0.0	75-150	56.0	44.66035542268726	136.8943697060289	150	pass	pass	fail	pass	pass	fail	pass	warn	fail	pass	pass
fastp | M301369.lib1_2	M301369.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24084.0	3.3 Mbp	0.0	75-150	56.0	43.48945357913968	136.97492110945026	150	pass	pass	fail	pass	pass	fail	pass	warn	fail	warn	pass
fastp | M301370.lib1_1	M301370.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1462776.0	214.9 Mbp	0.0	75-150	43.0	19.061552757355027	146.88976576044453	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	pass	pass
fastp | M301370.lib1_2	M301370.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1462776.0	214.9 Mbp	0.0	75-150	44.0	18.444545384117475	146.88112465613327	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
fastp | M301371.lib1_1	M301371.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	105634.0	15.2 Mbp	0.0	75-150	50.0	22.261771778026016	143.81445367968647	150	pass	pass	fail	pass	pass	fail	pass	warn	fail	pass	pass
fastp | M301371.lib1_2	M301371.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	105634.0	15.2 Mbp	0.0	75-150	51.0	20.980934168922886	143.77993827744854	150	pass	pass	fail	pass	pass	fail	pass	warn	fail	warn	pass
fastp | M301372.lib1_1	M301372.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	60147.0	8.6 Mbp	0.0	75-150	55.0	18.792292217400703	143.68783147954179	150	pass	pass	warn	pass	pass	fail	pass	warn	fail	pass	pass
fastp | M301372.lib1_2	M301372.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	60147.0	8.6 Mbp	0.0	75-150	55.0	17.87620330191032	143.70967795567526	150	pass	pass	fail	pass	pass	fail	pass	warn	fail	warn	pass
fastp | M301373.lib1_1	M301373.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	522381.0	77.2 Mbp	0.0	75-150	43.0	18.310964602464487	147.81084304367886	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	pass	pass
fastp | M301373.lib1_2	M301373.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	522381.0	77.2 Mbp	0.0	75-150	43.0	17.29618803134111	147.80529919732916	150	pass	pass	fail	pass	pass	fail	pass	warn	fail	warn	pass
fastp | M301374.lib1_1	M301374.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8487561.0	1.2 Gbp	0.0	75-150	42.0	16.75329414761285	147.94558012602207	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	pass	pass
fastp | M301374.lib1_2	M301374.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8487561.0	1.2 Gbp	0.0	75-150	42.0	15.708913440356357	147.93100161518723	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
fastp | M301375.lib1_1	M301375.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2257345.0	330.9 Mbp	0.0	75-150	44.0	16.08009155495277	146.51664499666643	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	pass	pass
fastp | M301375.lib1_2	M301375.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2257345.0	330.8 Mbp	0.0	75-150	44.0	15.331757427516793	146.5011489160939	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
fastp | M301376.lib1_1	M301376.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	61237.0	8.8 Mbp	0.0	75-150	57.0	19.05710599800774	143.98086124401914	150	pass	pass	fail	pass	pass	fail	pass	warn	fail	pass	pass
fastp | M301376.lib1_2	M301376.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	61237.0	8.8 Mbp	0.0	75-150	57.0	17.70988128092493	143.9835067034636	150	pass	pass	fail	pass	pass	fail	pass	warn	fail	warn	pass
fastp | M301377.lib1_1	M301377.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	30698976.0	4.5 Gbp	0.0	75-150	42.0	49.93931258076626	147.8429239463883	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	pass	pass
fastp | M301377.lib1_2	M301377.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	30698976.0	4.5 Gbp	0.0	75-150	42.0	48.207073035714075	147.828475646875	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
